"id","player","team","pos","pass_att","pass_comp","pass_yds","pass_yds_g","pass_tds","pass_int","pass_rate","rush_att","rush_yds","rush_avg","rush_tds","fumbles_lost","rec","rec_tgt","rec_yds","rec_tds","pos_rank","overall_rank","team_id","rec_yds_g","rec_avg","dst_int","dst_fum_rec","dst_sacks","dst_fumbles","dst_tackles","scraped_at"
"16168","Israel Abanikanda","DAL","RB",0,0,0,NA,0,0,NA,22.22,89.36,NA,0.57,NA,7.13,9.52,46.5,0.32,82,318,9,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16169","Zach Charbonnet","SEA","RB",0,0,0,NA,0,0,NA,123.655,521.2075,4.1,4.885,1,19.0125,24.3633333333333,141.365,0.7525,40,149,28,10.4,7.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16171","Kendre Miller","NO","RB",0,0,0,NA,0,0,NA,68.6433333333333,281.64,3.9,2.44333333333333,0,4.68666666666667,5.79,32.81,0.106666666666667,44,158,20,0.3,5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16174","Chris Rodriguez Jr.","JAC","RB",0,0,0,NA,0,0,NA,113.015,472.79,3.8,4.05,1,3.75,2.33333333333333,29.25,0,56,213,15,0.9,14,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16175","Roschon Johnson","CHI","RB",0,0,0,NA,0,0,NA,14.96,53.7866666666667,3,0.333333333333333,0,1.33333333333333,1.5,8.33333333333333,0,112,440,6,0.9,6.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16178","Keaton Mitchell","LAC","RB",0,0,0,NA,0,0,NA,68.465,310.2275,4.4,1.9725,1,14.18,16.56,107.8325,0.63,57,220,34,4.3,8.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16181","Chase Brown","CIN","RB",0,0,0,NA,0,0,NA,245.738333333333,1062.995,4.2,7.75333333333333,1.06666666666667,62.3383333333333,79.9,410.353333333333,3.61833333333333,6,30,7,26,5.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16184","Jayden Reed","GB","WR",0,0,0,NA,0,0,NA,9.5575,64.1325,8.5,0.09,0,56.6775,79.35,675.945,4.3775,27,87,12,33.9,10.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16185","Jaxon Smith-Njigba","SEA","WR",0,0,0,NA,0,0,NA,6.055,31.6966666666667,5.6,0.09,0.733333333333333,105.725,146.43,1513.25166666667,9.585,4,34,28,101.5,15.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16186","Jordan Addison","MIN","WR",0,0,0,NA,0,0,NA,2.9725,28.29,29.5,0.2975,0,52.37,87.1933333333333,694.7725,4.935,37,108,18,38.4,14.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16187","Josh Downs","IND","WR",0,0,0,NA,0,0,NA,1,2.75,0.5,0,1,64.72,93.89,689.995,3.775,50,131,14,46.5,11.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16188","Quentin Johnston","LAC","WR",0,0,0,NA,0,0,NA,1.75,9,5.7,0,1,50.535,89.75,690.32,4.905,41,118,34,37.7,12.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16189","Marvin Mims Jr.","DEN","WR",0,0,0,NA,0,0,NA,5.96,28.58,NA,0.08,NA,27.105,42.265,295.915,1.855,72,179,10,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16190","Zay Flowers","BAL","WR",0,0,0,NA,0,0,NA,11.485,61.015,6.3,0.4225,2,77.135,112.303333333333,1171.305,6.51,6,42,3,74.6,15.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16192","Parker Washington","JAC","WR",0,0,0,NA,0,0,NA,7.6025,29.075,0.2,0.155,0,75.0625,129.59,1030.455,6.5575,9,52,15,73.4,15.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16193","Kayshon Boutte","HOU","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,35.62,59.97,494.375,2.9575,62,157,13,32.2,15.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16194","Rashee Rice","KC","WR",0,0,0,NA,0,0,NA,3.1,13,3.3,0.366666666666667,0.4,90.7183333333333,120.133333333333,1046.41833333333,8.3,7,44,16,59,11.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16195","Dontayvion Wicks","PHI","WR",0,0,0,NA,0,0,NA,0.333333333333333,1.33333333333333,4,0,0,38.2075,64.9566666666667,503.6375,3.045,94,216,24,36.1,12.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16197","Jonathan Mingo","DAL","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,16.23,29.22,173.77,1.24,119,279,9,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16199","Trey Palmer","NO","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,20,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16201","Xavier Hutchinson","HOU","WR",0,0,0,NA,0,0,NA,0.75,5.5,11,0,0,34.545,69.31,425.6725,2.7925,84,200,13,31.7,11.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16204","Tank Dell","HOU","WR",0,0,0,NA,0,0,NA,3,13,4.3,0,0,17.6666666666667,31.5,219.666666666667,1.33333333333333,166,442,13,39.2,12.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16206","Michael Wilson","ARI","WR",0,0,0,NA,0,0,NA,0,0.333333333333333,0,0,0,63.275,102.203333333333,776.07,3.8,44,124,1,48.9,12.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16207","Andrei Iosivas","CIN","WR",0,0,0,NA,0,0,NA,5.18,23.4725,4,0.145,0,26.2225,44.6066666666667,314.9225,2.14,78,191,7,25.4,12.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16210","Justin Shorter","LV","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,103,442,35,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16211","Puka Nacua","LAR","WR",0,0,0,NA,0,0,NA,11.9983333333333,73.755,6.4,0.951666666666667,1,112.24,155.966666666667,1483.495,8.45333333333333,3,33,33,97.3,13.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16212","Michael Mayer","LV","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,42.2175,60.58,382.39,2.3125,29,189,35,21.1,7.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16213","Dalton Kincaid","BUF","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,59.27,83.1866666666667,755.715,4.6825,18,135,4,60.5,14.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16214","Sam LaPorta","DET","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0.133333333333333,69.3466666666667,93.64,781.406666666667,5.77666666666667,6,95,11,53.4,11.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16215","Luke Musgrave","GB","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,14.3333333333333,13.5,136.333333333333,0.666666666666667,103,442,12,15.8,9.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16216","Darnell Washington","PIT","TE",0,0,0,NA,0,0,NA,8.11,33.7,NA,0.35,1,28.88,42.3333333333333,301.93,1.83,30,199,25,22.1,11,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16217","Cameron Latu","PHI","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,103,442,24,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16218","Payne Durham","TB","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,11.19,17.505,112.79,1.09,67,299,30,5.7,10.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16219","Davis Allen","LAR","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,13.9,19.775,127.895,1.16,93,382,33,13.8,9.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16220","Will Mallory","IND","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,4,5,48.5,0.5,103,442,14,7.5,12.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16221","Luke Schoonmaker","DAL","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,16.155,22.8,146.855,1.27,51,266,9,8,9.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16222","Tucker Kraft","GB","TE",0,0,0,NA,0,0,NA,1,2,NA,0,0.133333333333333,56.4983333333333,77.6033333333333,712.761666666667,5.34166666666667,16,126,12,44.7,13.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16269","Brenton Strange","JAC","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,56.74,82.5333333333333,610.665,4.7075,11,109,15,44.7,11.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16287","Tre Tucker","LV","WR",0,0,0,NA,0,0,NA,4.0575,18.3075,4.1,0.04,0,49.3625,81.3333333333333,634.22,3.2275,60,150,35,40.7,12.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16299","Derius Davis","LAC","WR",0,0,0,NA,0,0,NA,1,4.5,NA,0,NA,6.12,9.61,67.995,0.61,157,393,34,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16312","Josh Whyle","GB","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,7.96,10.48,72.19,0.78,84,356,12,5.5,9.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16333","Elijah Higgins","ARI","TE",0,0,0,NA,0,0,NA,0,0,NA,0,1,18.4,24.65,173.646666666667,0.833333333333333,40,233,1,11.9,9.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16342","Demario Douglas","NE","WR",0,0,0,NA,0,0,NA,2,7.75,3,0,0,35.9375,54.9766666666667,428.04,2.42,68,170,19,29.1,11.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16364","Jalen Brooks","ARI","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,2.77,4.83,33.59,0.16,163,402,1,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16384","Tyson Bagent","CHI","QB",29.67,17.3766666666667,199.576666666667,22.1,1.15333333333333,0.44,78.4,2.66666666666667,6,2,0,0,0,0,0,0,41,410,6,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16385","Emari Demercado","DAL","RB",0,0,0,NA,0,0,NA,32.9425,163.69,5.6,0.775,0,4.4475,6.03,31.415,0.01,109,433,9,2.4,9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16387","Christopher Brooks","GB","RB",0,0,0,NA,0,0,NA,58.805,246.6925,4.3,1.3025,0,14.5975,19.9666666666667,99.93,0.4625,50,186,12,4.8,7.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16390","Jaleel McLaughlin","CLE","RB",0,0,0,NA,0,0,NA,15.32,73.21,4.9,0.545,0,1.39,2.015,6.45,0.01,108,431,8,0.5,4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16391","Hunter Luepke","DAL","RB",0,0,0,NA,0,0,NA,9.96,40.1,NA,0.27,NA,13.24,17.54,92.82,0.6,79,307,9,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16393","Jake Bobo","SEA","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,28,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16413","Malik Heath","GB","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,9.19,14.93,98.18,0.8,135,326,12,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16422","Nikko Remigio","KC","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,3.31,5.48,41.16,0.28,153,381,16,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16425","Julian Hill","NE","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,103,442,19,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16428","Xavier Smith","LAR","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,8.22,13.57,104.505,0.525,121,292,33,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16432","Emanuel Wilson","SEA","RB",0,0,0,NA,0,0,NA,50,207.4575,4.2,1.07,1,4.8375,7.39333333333333,33.9075,0.04,99,376,28,4.9,6.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16441","Tommy DeVito","NE","QB",13.48,9.245,100.445,9.1,0.68,0.14,113.8,2,9,4.5,0,0,0,0,0,0,58,428,19,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16451","Tyrell Shavers","BUF","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,2.79,4.45,35.48,0.22,159,395,4,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16474","Nate Adkins","DEN","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,12.5,16.375,102.15,2.3,82,351,10,8.9,7.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16496","Brady Russell","SEA","RB",0,0,0,NA,0,0,NA,4.56,18.56,NA,0.16,NA,9.18,12.76,63.56,0.46,87,335,28,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16499","Chris Blair","ATL","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,3.29,5.18,36.17,0.2,156,392,2,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16579","Caleb Williams","CHI","QB",498.085,304.735,3519.5975,227,24.1125,8.215,90.4,71.3125,362.26,5.2,2.7,1,0.61,1.12,3.16,0.34,11,12,6,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16580","Drake Maye","NE","QB",486.538333333333,335.286666666667,3928.82333333333,222.3,26.1116666666667,10.9533333333333,99.5,93.99,465.871666666667,5.3,3.42666666666667,5.4,0,0,0,0,4,5,19,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16581","Jayden Daniels","WAS","QB",450.981666666667,290.086666666667,3262.94,203.3,20.9716666666667,9.65666666666667,94.3,114.038333333333,609.583333333333,6,4.10833333333333,2.53333333333333,0,0,0,0,17,20,32,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16582","Bo Nix","DEN","QB",519.9225,335.6175,3531.24,205.7,24.255,10.9825,88.5,70.175,293.6625,3.8,3.1775,2,0,0,0,0,19,23,10,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16583","Michael Penix Jr.","ATL","QB",274.8725,170.8775,1927.14,163.3,10.34,5.58,85.5,18.75,64.75,3,0.75,3,0,0,0,0,47,416,2,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16584","J.J. McCarthy","MIN","QB",25.665,15.13,178.23,NA,0.73,0.66,NA,2,9,NA,0,NA,0,0,0,0,42,411,18,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16585","Joe Milton III","DAL","QB",24,15,177,NA,1,1,NA,4,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16586","Spencer Rattler","NO","QB",16.35,11.075,113.685,10.5,0.66,0.16,104,2,7,3.5,0,0,0,0,0,0,59,429,20,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16593","Blake Corum","LAR","RB",0,0,0,NA,0,0,NA,160.815,745.9975,5,5.475,1,9.5525,11.01,64.735,0.1075,39,148,33,1.9,6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16594","Trey Benson","ARI","RB",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,113,442,1,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16596","Braelon Allen","NYJ","RB",0,0,0,NA,0,0,NA,105.985,432.535,3.9,3.62,2,12.3675,17.86,93.895,0.3425,47,174,22,5.7,7.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16597","Jonathon Brooks","CAR","RB",0,0,0,NA,0,0,NA,120.135,490.345,3.8,3.3675,1,20.1825,21.0666666666667,161.755,0.855,48,182,5,11.3,10.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16598","Bucky Irving","TB","RB",0,0,0,NA,0,0,NA,227.4825,974.0875,4.1,6.01,3,41.685,51.0966666666667,319.3175,2.0025,19,66,30,22.3,7.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16601","Will Shipley","PHI","RB",0,0,0,NA,0,0,NA,23.5625,91.785,3.5,0.54,0,7.6525,8.32666666666667,53.3625,0.04,98,374,24,2.4,6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16603","Ray Davis","BUF","RB",0,0,0,NA,0,0,NA,31.1975,138.46,4.6,0.7925,0,5.2675,3.80333333333333,41.64,0.2925,97,370,4,1.1,8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16604","MarShawn Lloyd","GB","RB",0,0,0,NA,0,0,NA,159.35,657.7925,4,4.865,4,13.8375,13.0566666666667,103.915,0.79,41,151,12,6.6,9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16606","Kendall Milton","CIN","RB",0,0,0,NA,0,0,NA,12.55,50.44,NA,0.31,NA,0,0,0,0,104,388,7,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16608","George Holani","SEA","RB",0,0,0,NA,0,0,NA,54.105,209.1575,3.5,1.335,2,9.66,12.2466666666667,65.0875,0.19,53,196,28,3.1,5.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16610","Jaylen Wright","MIA","RB",0,0,0,NA,0,0,NA,64.715,253.485,3.6,1.5225,2,7.2725,9.74,54.0375,0.1175,62,235,17,2,7.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16613","Dylan Laube","LV","RB",0,0,0,NA,0,0,NA,21.09,84.15,NA,0.41,NA,7.27,10.13,46.88,0.23,83,325,35,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16614","Marvin Harrison Jr.","ARI","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,48.2275,80.31,687.245,4.2975,57,145,1,43.6,15.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16615","Malik Nabers","NYG","WR",0,0,0,NA,0,0,NA,1.75,5.5,0.3,0,0,80.325,129.743333333333,1018.7875,6.1475,15,64,21,60.6,12.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16616","Rome Odunze","CHI","WR",0,0,0,NA,0,0,NA,0.333333333333333,1,3,0,0,53.6075,96.9733333333333,811.11,5.7575,40,115,6,54,15.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16617","Keon Coleman","BUF","WR",0,0,0,NA,0,0,NA,0,0.666666666666667,0,0,1,26.485,45.62,353.735,2.59,114,258,4,29.9,11.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16618","Brian Thomas Jr.","JAC","WR",0,0,0,NA,0,0,NA,1.75,10,6.7,0,0,53.1975,88.8666666666667,767.3625,4.55,39,114,15,47.7,15.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16619","Troy Franklin","DEN","WR",0,0,0,NA,0,0,NA,0.666666666666667,3,NA,0,NA,14,12.5,171.666666666667,1.33333333333333,166,442,10,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16620","Xavier Worthy","KC","WR",0,0,0,NA,0,0,NA,9.5,59.25,6.6,0.75,0,53.96,88.7066666666667,663.2125,4.565,47,128,16,37.5,10.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16621","Devontez Walker","BAL","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,12.7766666666667,21.745,192.063333333333,1.2,110,252,3,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16622","Ricky Pearsall","SF","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,27,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16626","Adonai Mitchell","NYJ","WR",0,0,0,NA,0,0,NA,0.75,2.5,0,0,1,37.2,70.33,526.7675,3.3375,102,243,22,37.9,13.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16627","Ladd McConkey","LAC","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,70.645,103.913333333333,881.7725,5.5725,28,89,34,55.4,12.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16628","Jalen McMillan","TB","WR",0,0,0,NA,0,0,NA,2,11.5,6,0,0,38.6225,59.1833333333333,498.0125,3.7125,61,156,30,34.7,13,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16629","Roman Wilson","PIT","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,23.87,60.5,283.576666666667,1.39666666666667,89,210,25,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16630","Isaiah Williams","NYJ","WR",0,0,0,NA,0,0,NA,2.28666666666667,11.1533333333333,NA,0.0533333333333333,NA,20.9633333333333,32.26,229.733333333333,1.05333333333333,152,377,22,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16633","Jordan Whittington","LAR","WR",0,0,0,NA,0,0,NA,1.33333333333333,7,NA,0,NA,17.1633333333333,26.6,194.34,1.17666666666667,105,247,33,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16634","Xavier Weaver","ARI","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,1,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16635","Luke McCaffrey","WAS","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,5.67,9.65,63.92,0.39,147,365,32,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16636","Malachi Corley","CLE","WR",0,0,0,NA,0,0,NA,7.36,34.95,NA,0.2,NA,8.68,13.92,88.91,0.43,134,324,8,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16639","Xavier Legette","CAR","WR",0,0,0,NA,0,0,NA,1,6,NA,0,NA,33.56,54.415,379.59,2.69,90,211,5,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16640","Jacob Cowing","SF","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,6.645,10.925,84.975,0.325,136,327,27,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16641","Brock Bowers","LV","TE",0,0,0,NA,0,0,NA,2,4,NA,0,0.133333333333333,87.0533333333333,107.386666666667,908.385,6.40833333333333,13,112,35,53.5,10.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16642","Cade Stover","HOU","TE",0,0,0,NA,0,0,NA,4.54,18.32,NA,0.29,0,6.69,9.41,56.6933333333333,0.436666666666667,86,361,13,6.4,8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16643","Ja'Tavion Sanders","CAR","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,21.055,27.195,174.85,1.085,56,272,5,11.5,7.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16644","Ben Sinnott","WAS","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,11.395,15.13,107.835,0.935,71,314,32,6.7,10,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16645","Erick All","CIN","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,17.83,23.9966666666667,150.53,1.20666666666667,79,339,7,16,8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16647","Brevyn Spann-Ford","DAL","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,8.545,11.275,78.9,0.75,87,364,9,6.7,9.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16648","Jared Wiley","KC","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,6.89,9.24,65.455,0.66,92,380,16,6.1,9.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16649","Theo Johnson","NYG","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,22.02,33.0266666666667,248.955,1.97,39,230,21,16.6,11.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16678","Sione Vaki","DET","RB",0,0,0,NA,0,0,NA,58.11,239.23,4.1,1.17666666666667,0,8.40333333333333,10.7366666666667,61.9433333333333,0.45,64,238,11,1.5,11.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16684","Malik Washington","MIA","WR",0,0,0,NA,0,0,NA,9.595,49.505,5.1,0.3475,2,49.2425,79.5233333333333,530.2,2.4225,58,146,17,25.1,8.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16688","Isaac Guerendo","SF","RB",0,0,0,NA,0,0,NA,12.5,61.5,4.9,0.5,0,1.5,1.5,14.5,0,113,442,27,2.2,9.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16706","Tip Reiman","ARI","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,103,442,1,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16723","AJ Barner","SEA","TE",0,0,0,NA,0,0,NA,8.565,31.39,NA,0.79,0,45.795,58.24,435.78,4.1575,19,140,28,25.6,9.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16746","Rasheen Ali","BAL","RB",0,0,0,NA,0,0,NA,15.98,63.48,3.6,0.14,0,7.15333333333333,11.025,54.78,0.526666666666667,75,297,3,2.3,8.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16747","Tyrone Tracy Jr.","NYG","RB",0,0,0,NA,0,0,NA,31.0675,133.1725,4.3,0.6425,0,8.13333333333333,6,61.5666666666667,0.436666666666667,80,310,21,0.9,7.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16752","Isaiah Davis","NYJ","RB",0,0,0,NA,0,0,NA,29.79,135.843333333333,5.4,0.916666666666667,0,10.1666666666667,10.79,79.5,0.12,73,290,22,3.6,9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16757","Kimani Vidal","LAC","RB",0,0,0,NA,0,0,NA,33.9775,141.7425,4.1,1.0175,0,5.2225,4.07333333333333,39.675,0.0475,76,300,34,0.9,7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16760","Casey Washington","CAR","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,19.78,33.06,224.51,1.27,113,257,5,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16778","Ryan Flournoy","DAL","WR",0,0,0,NA,0,0,NA,0.666666666666667,3.66666666666667,NA,0,NA,34.8766666666667,50.745,392.916666666667,2.87,107,249,9,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
