"id","player","team","pos","pass_att","pass_comp","pass_yds","pass_yds_g","pass_tds","pass_int","pass_rate","rush_att","rush_yds","rush_avg","rush_tds","fumbles_lost","rec","rec_tgt","rec_yds","rec_tds","pos_rank","overall_rank","team_id","rec_yds_g","rec_avg","dst_int","dst_fum_rec","dst_sacks","dst_fumbles","dst_tackles","scraped_at"
"17500","Denzel Boston","CLE","WR",0,0,0,NA,0,0,NA,0.666666666666667,2.33333333333333,3.5,0,2,48.7325,83.4766666666667,643.105,3.4825,82,197,8,55.1,14.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17501","KC Concepcion","CLE","WR",0,0,0,NA,0,0,NA,8.5,41.5,3.4,0.25,4,54.6375,84.46,658.57,2.785,69,171,8,46.5,11.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17502","Omar Cooper Jr.","NYJ","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,34.03,66.21,430.26,2.755,70,172,22,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17503","Germie Bernard","PIT","WR",0,0,0,NA,0,0,NA,2,9,4,0,1,30.4225,44.1966666666667,369.15,1.9325,100,233,25,35.3,12.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17505","Elijah Sarratt","BAL","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,6.73,11.44,86.04,0.63,140,342,3,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17506","Chris Bell","MIA","WR",0,0,0,NA,0,0,NA,0.666666666666667,2.66666666666667,4,0,1,29.475,58.9066666666667,408.9975,1.7475,75,185,17,31.5,13.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17507","Zachariah Branch","ATL","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,15.5733333333333,23.035,180.85,1.12,115,259,2,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17508","Skyler Bell","BUF","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,3.36,5.41,39.16,0.25,154,386,4,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17509","Chris Brazzell","CAR","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,5,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17511","Malachi Fields","NYG","WR",0,0,0,NA,0,0,NA,0.666666666666667,3.66666666666667,5.5,0,1,35.905,61.7133333333333,439.64,3,64,163,21,28.5,13,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17512","Antonio Williams","WAS","WR",0,0,0,NA,0,0,NA,0.666666666666667,3.66666666666667,5.5,0,1,33.4975,58.2033333333333,452.6325,2.9225,76,188,32,42,14.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17514","De'Zhaun Stribling","SF","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,44.505,53.22,528.035,3.19,85,202,27,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17517","Ja'Kobi Lane","BAL","WR",0,0,0,NA,0,0,NA,0.666666666666667,3.66666666666667,5.5,0,1,21.2333333333333,29.22,290.566666666667,2.21,142,345,3,34.3,15.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17518","Cyrus Allen","KCC","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,11.4133333333333,15.34,128.556666666667,1.19666666666667,161,397,16,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17519","Bryce Lance","NO","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,18.66,30.32,225.18,1.305,101,237,20,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17520","Ted Hurst III","TB","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,21.69,41.765,258.273333333333,1.86666666666667,112,254,30,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17521","Zavion Thomas","CHI","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,2.84,5.21,35.8,0.27,155,391,6,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17528","Kevin Coleman Jr.","MIA","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,21.34,36.345,302.31,1.085,103,245,17,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17529","Brenen Thompson","LAC","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,5.5,9.5,70,0.5,166,442,34,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17541","Barion Brown","NO","WR",NA,NA,NA,NA,NA,NA,NA,4,21,NA,0,NA,3,5,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17542","Colbie Young","CIN","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,3,5,38,0.5,166,442,7,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17543","Kenyon Sadiq","NYJ","TE",0,0,0,NA,0,0,NA,1,2.5,NA,0,1,46.375,62.9533333333333,484.9675,3.01,20,160,22,30.9,11,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17544","Eli Stowers","PHI","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,103,442,24,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17545","Jack Endries","CIN","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,14,108,1,NA,NA,NA,7.2,9.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17547","Max Klare","LAR","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,13.155,18.07,131.825,1.13,65,293,33,7.2,10.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17548","Justin Joly","MIA","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,10,75,1,NA,NA,NA,5,9.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17549","Sam Roush","CHI","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,4.5,6,48.5,0.5,103,442,6,6.5,10.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17566","Joe Royer","CLE","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,10,79,1,NA,NA,NA,6.1,9.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17567","Oscar Delp","NO","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,14.135,19.825,141.405,1.065,59,280,20,7.5,10.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17591","Nate Boerkircher","JAC","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,26,205,2,NA,NA,NA,13.7,11.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17593","Marlin Klein","HOU","TE",0,0,0,NA,0,0,NA,0,0,NA,0,1,18.22,25.9,182.235,1.16,91,373,13,20.9,10.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17599","Caleb Douglas","MIA","WR",0,0,0,NA,0,0,NA,0.666666666666667,2.66666666666667,4,0,1,46.52,79.5233333333333,634.09,2.2475,51,133,17,38.8,12.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17605","Will Kacmarek","MIA","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,15.2066666666667,22.3566666666667,154.733333333333,0.976666666666667,61,285,17,10.5,9.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17607","Eli Raridon","NE","TE",0,0,0,NA,0,0,NA,0,0,NA,0,1,19.47,26.77,208.766666666667,2.04333333333333,63,287,19,19.4,11.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17620","Kaden Wetjen","PIT","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,9.23,15.22,102.23,0.63,137,328,25,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17627","Matthew Hibner","BAL","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,11.845,17.22,135.255,1.34,76,336,3,12.5,11.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17644","Tanner Koziol","JAC","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,12,101,1,NA,NA,NA,6.7,11.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17648","Riley Nowakowski","PIT","RB",0,0,0,NA,0,0,NA,0,0,NA,0,NA,3.65,5.26,34.13,0.25,95,390,25,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17651","Josh Cuevas","BAL","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,7.84,10.72,87.095,0.84,78,338,3,6.1,11.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17652","Adam Randall","BAL","RB",NA,NA,NA,NA,NA,NA,NA,62,334,5.4,3,1,12,16,138,1,NA,NA,NA,10.6,11.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17654","Cole Payton","PHI","QB",13,9,96,6.4,1,0,116.2,2,9,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17655","Seydou Traore","MIA","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,10,75,1,NA,NA,NA,5,9.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17660","Bauer Sharp","TB","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,12,94,1,NA,NA,NA,6.3,10.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17685","Eli Heidenreich","PIT","RB",NA,NA,NA,NA,NA,NA,NA,25,99,4,1,0,2,3,19,0,NA,NA,NA,1.3,9.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17699","Dallen Bentley","DEN","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,13,92,1,NA,NA,NA,6.1,9.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17706","Malik Benson","LV","WR",0,0,0,NA,0,0,NA,0.666666666666667,3.33333333333333,NA,0,NA,11.99,14.59,145.543333333333,0.826666666666667,139,333,35,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17752","Dohnte Meyers","CIN","WR",NA,NA,NA,NA,NA,NA,NA,5,30,NA,0,NA,7,10,76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17784","DJ Herman","MIA","RB",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,21,34,284,0,NA,NA,NA,18.9,13.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"7836","Aaron Rodgers","PIT","QB",502.955,323.7375,3321.7525,181.9,20.53,8.1475,88,22.305,76.695,2.7,0.655,3,0,0,0,0,27,41,25,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"9064","Joe Flacco","CIN","QB",16.72,11.06,113.045,10.2,0.735,0.16,103,1.5,7,4.7,0,1,0,0,0,0,39,408,7,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"9431","Matthew Stafford","LAR","QB",532.7525,343.7875,4017.14,229.9,31.0625,9.1825,99.3,20.575,38.535,1.5,0.4075,2,0,0,0,0,12,13,33,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
NA,"Irvin Charles","NYJ","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,17.75,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
